sentence,label
Walker vocally opposed the participation of black baseball players regardless of their skill.,0
"Naw , you ain't finna do me .",1
I high hosey the front seat!,1
He quivered noticeably and his mouth twisted.,0
In the end Vladislaus of Poland was elected King of Hungary.,0
It is the administrative headquarters of Rajsamand District.,0
But he held her face firmly and finished his work.,0
The authorities in Bordeaux have searched his compartment on the train.,0
At SummerSlam Garvin served as special ring announcer for Valentines match against Hercules.,0
"That was close, but no dice .",1
The bank is no longer in operation.,0
"Person A: You're getting a road bike for Christmas. Person B: WTF , man?  Talk about a spoiler .",1
An elderly man playing a drum.,0
Please dont be lazy.,0
Did you just lay one ?,1
Children gathered around a woman on the sidewalk.,0
"Jesus Christ , that was a terrible meal!",1
Is there anywhere to catch a taxi around here?,1
Mr Lincoln is my mentor.,0
They have one dorsal fin located near the caudal fin.,0
Your beats are hype !,1
We were doing a hundred down the road.,1
A golfer raising his arms in joy as he does well on a hole.,0
Sales taxes were extended to rail tickets mineral water cider and perry and entertainments.,0
"When a wind blows, you might comment ""gee, it's a bit blowey !""",1
You've got a lot of balls showing your face in here.,1
I will be back soon.,0
So many people would do anything for clout .,1
"She was begging for it, so I gave her the ol' one eyed trouser trout .",1
To avoid panic the public was not notified until a few years later.,0
I horked my computer.,1
I enjoy a good NOCMOS every now and then.,1
Unable to reverse this agreement they continued to tour albeit without any new material.,0
Cops are doing wouip at the block.,1
We can confront the future intelligently imperfectly  learning and adapting as we go.,0
Can you come pick me up at the office.,0
He asked questions such as What kind of pipe tobacco does Papa Bear smoke.,0
A man hanging over the side of a building in a rappelling harness doing repairs.,0
Member of the Swiss Delegation to the InterParliamentary Union.,0
However for the most part the networks did not seem to mind.,0
October then goes outside alone to smoke.,0
It was an afterthought.,0
Graphics have been enhanced in this version.,0
A woman in black converse walks down the sidewalk on a cold day.,0
I'm 5000 .,1
U so ghetto .,1
Your dad is going to flip his lid when he sees what you did to his car.,1
A month in Australia would finish me.,0
Insert your card to identify yourself.,0
The frame may be of strong plastic or fibre reinforced composite.,0
If I had any money I dont know anything about it.,0
A man jogs on green grass with bare feet.,0
"Oh my God, would you look at Byron.  He looks like a right mupp today.",1
The hospital was an early leader in the fields of food safety and nutrition.,0
In Ireland there are seven monasteries of the Colettine Observance.,0
How can I help you madam.,0
Did you get with Bobby?,1
Take your crying crotch fruit outside.,1
They hired a hundred programmers specifically for Y2K .,1
"Don't get angry, I was just messing around .",1
What the heck is this gosh darn crap?,1
Have fun on your vaca !,1
A woman and a man are passing by a window displaying a record.,0
"Hey, what is that clusterfuck on your desk?",1
Of a very strong alcoholic drink: That's a real goocher !,1
Person 1: hny ! Person 2: hny to you too,1
Fancy a poke ?,1
A hockey player crouches slightly with a full crowd in the background.,0
That outfit you are wearing is beast .,1
A man in a white coat sits behind a table while people go by on the sidewalk.,0
"This guy is annoying, drop him.",1
But you had isolated the house in Geneva.,0
The critics rated this book favourably.,0
I heard them speaking on the staircase.,0
Person A: <something funny> Person B: roffle !,1
Lets see whats on at the city centre.,0
"Hey boss, I'm going to pack it in .",1
"I won a million smagoons cat , and I will buy you fancy feast.",1
It was replaced with the Curia Cornelia located in almost the same space.,0
Naomi was neither able to forgive nor forget.,0
It is known as a market town and for its honey.,0
The paper was written and torn up yesterday.,0
A woman with a yellow shirt stretching on a bridge.,0
"I'm sorry, but this is all I could scrape together on short notice.",1
A little knowledge is a dangerous thing.,0
Not a word was spoken.,0
"Those mobsters don't mess around , so don't try to make any jokes.",1
Three girls bounced out on me and I got Whitney on them.,1
"Gawd , what a behemouth , she won't stop talking!",1
Gridley a disappointed suitor has been here today and has been alarming.,0
He is such a himbo .,1
Everybody must row with the oars he has.,0
Real San Esteban and it currently plays in the Salvadoran Third Division.,0
Were in no hurry the chief answered.,0
That idiot is such a noob .,1
This jeek is awesome!,1
an Asian man and an Asian woman are blowing bubbles from pink plastic hoops.,0
It may also be obtained through interviews downloads from online sources or reading documentation.,0
Two boys inside a fence jump in the air while holding a basketball.,0
"You holding , man?  I need to get a fix .",1
I really appreciate your letter of recommendation.  So far this job is the best I've had. Thanks a million !,1
Common sense reasoning is a limitation of the current generation of algorithms.,0
A dirt bike racer rides number 63 across a dirt path in the woods.,0
You're going to have to get a job before long .,1
She is peeved to discover that Patsy has exactly the same idea.,0
I'm ready for our weekend in Miami: condoms and blue pills .,1
Damn!  She got that donkey .,1
Don't Bogart the smell of the fart !,1
"I'm going to stay at home today, I'm monged .",1
"Well, it looks like my thesis went to the Great Bit Bucket in the Sky .",1
add Michael Penn songs in my playlist Calm before the storm.,0
A woman in a blue apron is holding a container of ice cream.,0
The congressman received a ten-percent kick back for supporting the legislation that would give the mining company exclusive rights to the region.,1
He went completely nuttso .,1
There has been a major outcry on this issue and we are now in deep doo-doo .,1
They also sponsor many types of auto races including rallies singleseaters and motorcycles.,0
"He really shredded that wave, dude .",1
A bird in hand is worth two in the bush.,0
It caught its hind paw in a rusty trap.,0
Two women wearing necklaces are walking together.,0
"Damn, he was amped !",1
“He is safe” he cried.,0
Screw it ! Let's do something else.,1
Her game avatar was getting its butt kicked.,1
We took a shortcut down the alleyway but it took longer.,0
"Man, It about it get Psycho-fucked up in here!",1
Proud to be New Jersey.,0
A woman is falling through the air.,0
"Ye brethren , what doest thou?",1
Yeah I was in a wheel chair for months.,0
Speculators say artificial intelligence is the next big thing.,0
Scanners with automatic document feeders actually exist.,0
Person A: Would you like to die by the electric chair or lethal injection? Person B: What's the diff ?,1
She is like the morning he said.,0
He began studying chemistry at the University of Illinois at UrbanaChampaign.,0
Friend show you what they have cooked.,0
"Make sure some guys to come to the party, otherwise we'll just end up with a clam bake .",1
This place is a bust ...  I'm audi .,1
That embarrassing charade at Walmart was textbook flailing at it's finest.,1
He shook his finger at his companions.,0
We're going to a party this weekend.,1
"Toronto Blue Jays' Jose Bautista delivers clutch double in win over Chicago Cubs""  --http://sports.nati.",1
Pullman reopened with all labor union leaders sacked.,0
The Ottoman Empire also became increasingly protectionist.,0
Many people in a very crowded square in a city at night.,0
Connie's so fat she looks pregos .,1
"The school board cut funding for art classes, so I had to pay for these acrylic paints out of pocket .",1
These postings led to important contacts that later greatly affected his military career.,0
His work for the regional station later expanded into other weekend and evening slots.,0
She detaches herself from her simplehearted companion and leaves the room.,0
Why is your little brother being so snotty ?,1
She just tossed his salad .,1
She lifted up her arm and her sagger baggers hung right out of her shirt.,1
I told my boss he could suck my dick .,1
That flannie goes well with those tracksuit pants.,1
I've got bare amounts of money.,1
I had one hell of a turd this morning.,1
You must mean two other trees.,0
Joe got his first blumpkin last night.,1
It would appear your employers arent the stand up guys youd taken them for.,0
That concert was bonza !,1
Generally this wildflower is only found between March and May.,0
You may whistle for it.,0
He was apparently only recognized in Persia.,0
Person  1: This song is dope . Person 2: HT !,1
The movie underwhelmed the audience.,1
Rate the current novel four of 6 stars.,0
Gill was born in Edinburgh to English parents.,0
Your money saved us for three days.,0
Her lips ready for the kiss.,0
Allen hosts a campus of Collin College which is located inside Allen High School.,0
I hate acting in front of the drama class - they always take the rip .,1
Pile the coal high in the shed corner.,0
Chamouns life was spared and he fled to the Sunni Muslimdominated West Beirut.,0
Whered you get this.,0
My local is closed tonight.  I don't know where to go.,1
Not very quick.,0
Look at that poser .,1
"I knew when she grabbed my credentials , that she was in the mood.",1
"Game is starting, gl hf !",1
"I use my frindle to write, but I wish I could erase with it!",1
Parker wonders what they could possibly have understood from the passage as written.,0
That concert blew my mind .,1
The carotid sinus extends from the bifurcation to the true internal carotid artery.,0
"It was pretty clear the hot chick from last night wouldn't come party with us unless her fat friend got some love.  Unfortunately, I had to jump on the grenade .",1
That tune is deep .,1
a man sitting at ground with a nice wearing.,0
"Stop being that way, you can be quite a pip !",1
Sweetness !  I got an A on my final paper!,1
Then I set to work to dress for the part.,0
Let us see the garage.,0
Its main bases are Domodedovo International Airport and Tolmachevo Airport.,0
My new car is the cat's ass .,1
Tim popped her cherry last night.,1
Most of the energy will be absorbed by kinetic friction.,0
The serious structural decay and lack of use caused the station to be abandoned.,0
The Niagara River is part of the western border of the town.,0
Der !  I already have this CD and I just bought another copy!,1
This area lies West of Gandhi Mandabam Salai.,0
Kitchener once said I have reached the height of my popularity in Trinidad.,0
You should really take the high road in this situation.,1
The remaining land was opened to settlement.,0
Do you get it?,1
Its name means below.,0
That boy is toasted oats .,1
They had two children Nancy Ruth Hodgson and Frederick Jesse Hodgson.,0
The name is derived from the Greek sapo soap.,0
At the easternmost bay is a recess in the building which shelters another entrance.,0
After the Labour Party sweep to power though commitment to the antiapartheid cause dissipated.,0
He studied architectural and engineering drafting there for four years.,0
I got to hang a rat .,1
Teaching kids english with Common Voice is a winwin situation.,0
"Leave me alone, whore !",1
A Boston Terrier is running on lush green grass in front of a white fence.,0
He's twack ed out again!,1
Mopar also designs and builds a small number of customized vehicles.,0
Doris just doesn't get the net .,1
His KungFu is strong.,1
"I see a fine babe, but she's got an ugly ass friend... hey wingman it's your turn to duff .",1
Your mum 's cooking is gash .,1
Well I have to flex .,1
Analysts are seeing fragmentation in the market.,0
It connects Thebes with Karystos on southern Euboea via Chalcis and Eretria.,0
Green rooms typically have seating for the performers such as upholstered chairs and sofas.,0
Eventually the larva settles onto the substrate and metamorphoses to an adult.,0
Further west towards Grimbister is the similar Rennibister Earth House.,0
When is Four Days in November playing at the movie house.,0
Damn those tight pants show her moose knuckle .,1
I'm looking for jobs with a six-figure salary.,1
Isn't she a beauty ?,1
The nearest station is Chichibu Station in the neighboring city of Chichibu.,0
The Little Red Book has produced a wide array of sales and distribution figures.,0
Wanna have some 420 with me later?,1
He is such a pansy .,1
The Commissaire called the chauffeur forward.,0
Endlessly inventive and perfectly executed it deservedly became their most successful release.,0
His eyes are bigger than his belly.,0
You never see a fault in anybody.,0
"Now that we've gotten the stuff , we have to get his car back to him - it was just a crack rental .",1
These animals keep the corals clean alive and diseasefree.,0
In the original version Apollonius apparently supplied at least one quotation in each entry.,0
Other types of the period included the French Sud Aviation Caravelle.,0
First tell me what the hell you r doing this weekend.,1
"Oh, bollocks !",1
I had bangers and mash for dinner last night.,1
Thats how I come to know what theyre up to.,0
I'm out of grip .,1
Get a load of those tea bags on her.,1
Araghi often listened to Rumi teach and recite poetry and later attended Rumis funeral.,0
I give - I can not find that book.,1
In the end very little use of Futurebus was attempted.,0
Lie down and tell me.,0
While outside Bloke leaps to protect their informant taking several mortal wounds.,0
It was hotter than a pop corn fart yesterday.,1
Soon after Austar replaced it with the Fox Footy Channel.,0
Sorry but I can't understand that:  I must be dain bramaged .,1
Are you acquainted with my friends.,0
I got the illest whaps last night!,1
She and her friends jog like it's going out of style .,1
"When the crowd was asked if there were any objections, I had to bite my tongue .",1
That women is a MIF .  She look fine.,1
"I lost my matches, so I had to monkey fuck my cigarette.",1
That new software really gave back a shit sandwich to the users.,1
The Force spoke to each of the younglings through their crystals.,0
She's got a nice axe wound.,1
Carelessness can have devastating consequences.,0
"k , well I'll be chatting with you soon.",1
I’m buying paintbrushes.,0
Dhamer Gaan is a unique traditional cultural invention of Thakurgaon people.,0
There's some guy nodding out in the bathroom.,1
Livin on hustle blv .,1
Best thanks.,0
Thus the stimulus intensities are based on various fibers.,0
"That stupid bitch a thot , with her STD-infected ass .",1
We were just flossin' at her house.,1
Jennifer Aniston is Cocos godmother.,0
In the summer of that year she was created empress.,0
"Despite the delay, the entertainment was ace !",1
He likes to cavort around the beach in his banana hammock .,1
Negative relatedness occurs when two individuals are less related than average.,0
"He's a leva , I saw him talking with those Busters earlier.",1
Both shows have since been cancelled.,0
Borans confirms for Martin that the Telepods are his only chance for a cure.,0
You know singing karaoke with you makes me realize how good of a singer I am.,0
"If everyone's ready, let's mow !",1
"It's a fancy place, so try to not act like such a schlub .",1
"Yinz was up to the store last night, henna?""",1
I'm getting a new wolf zoot .,1
The Dakota were early inhabitants of the Pipestone Region.,0
That boy is such a neek .,1
There is a man or woman attempting the high jump on a mostly clear day it looks like they are about to clear the pole.,0
That was a real wiggy scene you pulled last night at Donna's house.,1
How can the government run the country if they ignore families.,0
The leader of the attackers was also killed.,0
This is my room she said warningly pointing to the bedroom.,0
The Kyokutokai designated yakuza syndicate is headquartered in Ikebukuro.,0
Unresolved difficulties or disagreements concerning the state of affairs can provoke a crisis.,0
And then Emily started getting sid !,1
Pencils down time is over.,0
There are also a significant amount of fundraising activities during the year.,0
Barts daughter Libby is Jack and Evelyns only grandchild.,0
Stop that before I get assy .,1
Did she give it up ?,1
The immigrant pattern in Canada differs slightly from their counterpart in the United States.,0
A thatchroofed rotating summer house built for her is still in place.,0
She sued claiming a violation of her First Amendment right to free speech.,0
He got mad hops .,1
The autumn wind was cool and crisp against her skin.,0
I have to go download .,1
Some totally crispy guy kept asking me if I had any weed .,1
His looks were exactly what Bruce Weber was seeking for Abercrombie and Fitch.,0
She/He is my bubbie .,1
It is commonly referred to as Moke Hill by locals.,0
“What do you want to be” his mother asked.,0
Treatment of psychorganic syndrome is directed at the main disease.,0
It was used in precision clocks.,0
He bit it on that test.,1
I can hear them now.,0
"Person 1: Hey man, what did you think of that movie? Person 2: That shit was cray , bro .",1
What a specimen !,1
A balcony ran along outside.,0
"Dang, your boyfriend has you in check !",1
This search request is then passed on to another search engines database.,0
Two people in blue uniforms one with a white hat stand by shrubs.,0
A woman is hanging her clothing on a clothesline.,0
She got drunk and got mired down in that ditch.,1
There's some pretty clever groutfiti in the bathroom.,1
F you.,1
You've got the fly cars and you've got the fly women ma man you a playa playa from the Himalaya .,1
I'm about to go bejesus in here!,1
"Jesus motherfucking Christ !  Come on, stupid Internet connection!",1
That fastball Soriano threw in the sixth inning was totally insane !,1
"I heard you paint houses .  Yeah, I also do my own carpentry work.",1
Pookie just started wallin' out in English class so they took him to the school office.,1
Ill start my first peach harvest later this year.,0
I bet that would tickle him pink .,1
After the battle Jack blows a goodbye kiss to his now grown son.,0
While I am not worried about job security having fewer people means a heavier workload.,0
"I couldn't let his assorific behind , hot bod , and beautiful face cloud my judgment.",1
Holy tittie Christ that was expensive!,1
"Don't get sarky with me, young man!",1
Allergies are caused by an oversensitive immune system leading to a misdirected immune response.,0
I told Aaron to take her ahead a cunt hair .,1
Many people outside at a busy street market.,0
I'm gonna smoke Private Snuffy until he pisses himself.,1
"""bro, me and my boys bought air now you have to pay to breath"" ""I am not your bro, anymore, bro you are almost as bad as the ASCII Rightholders """,1
"So, are we gonna go see Mr. H tonight?",1
He's a murkin .  He speaks murkin .,1
I thought it looked a little queer.,0
Not all eukaryotic cells have each of the organelles listed below.,0
Her derb really helps those skirts stay up!,1
"Because he's a detective, people think when he says, "" 10-4 "" he means, ""I understand.""  But we know he's really talking about girls who are pretty damn ugly.",1
I was not feeling unmixedly at my ease.,0
Kakawin contains epic poems written in metres.,0
A guy grinding down a railing on his skateboard with a motorcycle in the foreground.,0
Did you give her the money.,0
Turn on the TV .,1
I'll trade you your lunch for my shit on a shank .,1
"Yeah ha ha, gnarly , dude !",1
That chick has a nice matako .,1
Keep an eye on the new website.,1
Sweden holds an air guitar competition.,1
Some legends have the monks going as far as tasting the soil.,0
I told you that was the answer. In your eye !,1
Man I'm trolleyed .,1
"No you can't come, go kick rocks !",1
He became a producer of stage and screen musicals.,0
He's a dumb jack !,1
Heather and Cecelia began to see the other as familenemy after the inheritance suit.,1
"I had to go out to Buttfuck , Iowa to visit my in-laws .",1
It is lighter in color than nimbostratus and darker than high cirrostratus.,0
Slamming techno all night long.,1
There was giz all over the window.,1
The king did not however withdraw his patronage or financial support.,0
Dawn is such a goober .,1
He thought of the merchants daughter and was sure that she had probably married.,0
Obvi he wants you.,1
Thank God youre there.,0
Your mom has gonasyphaherpalaids .,1
From the first I was sure of that.,0
The tennis player dressed in white swings the racket.,0
And actually here’s a little brook.,0
This fireplace is victorian.,0
A woman in a red top dropping Mardi Gras beads from her bedroom window.,0
"You had no right what so ever to Bork my computer, I know you felt you had a good right to Bork my computer because in your borked head we were together for 2 years according to the borked rumors I've heard. But that was your borked perseption of reality. The consequences for it really borked my life up to the pint of no return. You should be borked to death for ruining another's life.",1
He watches reich-wing media outlets like Fox News.,1
He's her sugar daddy .,1
Adele looked the girl over and nodded her head with satisfaction.,0
Daddy let a stinker .,1
There are three types of referendums in Malta constitutional consultative and abrogative referendums.,0
"We better leave, somebody called the five-oh .",1
Oh how the fear of that has frightened me.,0
I bought a new pair of crispies .,1
This pizza slaps !,1
And now behold the perversity of things.,0
You're being a pip !,1
When John was nicely edged he was pretty cool.,1
"Cheers , mate.",1
The signalled stoppage time may be further extended by the referee.,0
During the Spanish Civil War he helped organise medical aid to Spain.,0
Their high surface reflectance values are consistent with other known dinosaur gastroliths.,0
Clarke impressed the Hastings team and he signed his first professional contract.,0
I have the deepest sympathy with them.,0
The water then flows to the Pacific Ocean.,0
"Jake: HEY JAKE YOU NEED TO READ MY ARTICLE ON THE TALENT SHOW! Paul: Geeze , did you leave Billy Mays mode on again?",1
My shed is bought and paid for and keeps my nuts safe from harm.,1
If you don't shut up I'm going to bust you in the mouth.,1
Savage would use that scepter as a weapon numerous times.,0
I just want to leave a committed life behind.,0
I banged her in the old dirt road .,1
Sweet are the uses of adversity.,0
I've got a serious Nic Fit . Give me a cigarette.,1
You wont ski well unless you bend your knees.,0
"You won't get away with that, sweet sister of mine !",1
Her eyes were blue like the ocean.,0
He was also a distinguished translator.,0
That club was steady Spanish dawg .,1
Her clit was erect.,1
She is wacked !  How could she not know that?,1
"Person A: What goes on at the Friday 5pm executive meeting? Person B: Curiosity killed the cat , you know.",1
An account of profits is another potential remedy.,0
a man walking away from an escalator while a woman is coming up the escalator.,0
That drag queen is gouda !,1
It is also one of the oldest clusters.,0
Liverpool was officially opened by Frank Oliveri and the Oliveri Family alongside Ald.,0
It's only a c hair thick.,1
MWF seeking SWM for casual sex.,1
The Tale of Two Cities is on the landing.,0
After a week in the field he had to cut the clinkers from his hairy arse with scissors.,1
With his awakening there is light and life.,0
Cheap is dear in the long run.,0
They were outside French kissing .,1
A large group of people shopping in a marketplace at night.,0
Was she in a shop.,0
I would recommend doing it before you get too old.,0
We talked... and stuff .,1
Fewer people are subscribing to our channel.,0
He is such a jackwagon .,1
F !  Why didn't you tell me my wife was coming home early?!,1
"I tried to talk to him, but he made up some lame excuse to sluff me.",1
Other band members include Chris Chaney on bass and Gannin Arnold on guitar.,0
Oh kronk !,1
She gave me some head last night.,1
"That guy is on a mental flipper , he freaked out and broke the window.",1
You need to keep this on the DL .,1
"Yo , peep this.",1
Wall art and murals featured on the side of the East Side Hotel proclaim they love Berlin.,0
It is all over here.,0
The elements of this space are called Fredholm kernels.,0
A small blond child getting a haircut.,0
A man in a blue sweater and black pants exits a news and grocery store.,0
The rare confessions of those accussed of fartmancy suggest that there was a range of spell casting and the related magical experimentation.,1
Mr and Mrs Musial named their son Dick after Mr Kerr.,0
Theyre building a new amusement park down the street.,0
I drank so much takillya last night.,1
What a numpty !,1
Man my English teacher is a cocksucker .,1
I got locked Friday night for possession.,1
You smell like fresh turds .,1
Windows Aero incorporated the following features in Windows Vista.,0
You cum chugger !,1
A woman is standing in front of a table of condiments.,0
A man in a white shirt is detained by police at night.,0
Thats why Im quitting.,0
The following are the final amended results not the original results.,0
I wouldn't hire him.  He seems like something of a shit stirrer .,1
Person 1: How ya doin'? Person 2: Okie doke .,1
"I wouldn't touch her, she's a walking HIV .",1
She flew here on Biscuit Airlines.,1
It was the old man who spoke first.,0
Yeo also guest starred in an episode of Hannah Montana and Chuck.,0
Later . DFTBA .,1
It was quickly replaced by another Los Angelesbased morning show Kevin and Bean.,0
But we could sell tea in crystal glasses.,0
Girl: In a scale from 1-10 how pretty am I? Girl's friend: BMS !  There isn't a number that can describe how pretty and beautiful your are.,1
Where did you put the bindle ?,1
Person A: Look at the rims on that car. Person B: Man that dude is a stunna .,1
People that throw their trash on the ground make me stabby .,1
No motorists were injured when the bridge failed.,0
Person A: Want to go to a rave tonight? Person B: Nah .  I'm going to a kick it at my neighbor's place .,1
Cape Bowling Green is accessible via the village of Alva Beach.,0
It is recorded that he greatly desired Abū Saīds wealth.,0
She is definitely feedbag material !,1
That sexy girl over there needs the dick !,1
I need a new lawn mower cuz my old one finally shit the bed .,1
The jack-leg I hired to fix my deck totally screwed up the job.,1
Let's have a butchers .,1
Local news coverage is provided by the Craik Weekly News and the Davidson Leader.,0
I was in the bo class.,1
Bath County is one of the few counties in Virginia without a traffic signal.,0
The other cousins soon disperse.,0
That ice (diamonds) is blingin !,1
I wouldn't try asking dad for money.  He's in a huff today.,1
"Hey, you got any choke ?",1
I cannot do that.,0
Craziness !,1
I like my ladies salty .,1
This car is all good .,1
The boy shook his head.,0
The smell goes on no further.,0
For many years he lived at Orford Hall.,0
Gotta make them stacks .,1
"Just because I won, doesn't mean you have to be a salty fish .",1
My mom's going to have a cow when she sees this!,1
Howdy folks!  How are you today?,1
This is usually due to a missing file.,0
"Look at that dude , he's totally boots .",1
Nobody has my back .,1
If you are using Firefox try out this sample module.,0
Mike is really krunked .,1
Person A: Where's the fam ? Person B: They went to the beach.  I've got the house all to myself!,1
"Hey, I'm feelin' a little toasty .",1
You look like a frog in pants .,1
Pay no attention to Wyatt - he's really out there .,1
In Australia a trend towards outdoor dance parties or doofs developed.,0
That guy is the biggest doder I have ever seen.,1
He obtained the degree of Doctor of Divinity.,0
"I thought he had enough potential to be my bae but turns out, all he was was a fuck boy .",1
Let's have a wack .,1
Quit clowning around and get back to worn.,1
Your brother's a strange duck .,1
"Man, those Crips were c-walking all over the swap-meet.",1
It took a lot of hard work and a very strict diet for me to get my body sliced .,1
Don't dick with my stuff while I'm gone.,1
It was as nothing to the speed with which he emerged.,0
Fire protection is provided by the Safford Volunteer Fire Department.,0
A large group of people inside a van.,0
Did you hear that gramps beat the shit out of granma ?,1
"Look out, creeper !",1
I can answer for one of them with my heart of hearts.,0
She is so pressed over him.,1
The circle published antifascist writings.,0
I need to drop by the bank to get some bread .,1
His voice took on a deeper note.,0
You have a small pud .,1
Dat is so hot .,1
And 1 !,1
We have a red ball situation.,1
He's got a '68 Vette that's cherry .,1
Look at the cankles on her!,1
Do you need to take a slash before we hit the road ?,1
A man is inside a truck looking out with his left arm in front of a door.,0
That is just republican slag .,1
"What a rip that was!  I just gave you greens, and you cashed the whole bowl!",1
Put your thing away.,1
I've had a cold for a few days but I think I'm on the mend now.,1
Summon me anywhere and I will come.,0
I sent you the package via snail mail .,1
Would you care for an adult beverage ?,1
Ive no idea who he is just some Joe Bloggs.,0
I don't think this batch of macaroni and cheese is quite up to snuff .,1
However this possibility has never been used since the construction of the highway.,0
Everyone knows she's gonna ass out tonight.,1
I was watching porn on my computer.,1
Pappas critical examination of the inherence account is greatly appreciated by Berkeley scholars.,0
You're trynna be someone else.,1
Anqing Tianzhushan Airport serves the city.,0
The faculty was housed in the main building known as the Science Block.,0
When does the shipment of freshies get in?,1
Right now I feel like the winner of the Tour de France Pereiro said.,0
Now it is gone.,0
Little boy is eating the rest of the ice cream cone from the bottom up.,0
That sled was crisp .,1
I'm crunk right now - let's go to a party!,1
Since the miner had sacrificed everything to his destiny the old man decided to become involved.,0
Example inorganic ions include sulfite and thiosulfate.,0
My greatgrandfather planted this tree.,0
I’m finally heading off.,0
There's a pant-load of better jobs out there.,1
Its as good as another.,0
I will get the skivvy and let you know.,1
I got a fat sack of kief over here.,1
Hizbul murdered many of the proindependence intelligentsia in Kashmir.,0
It is supported by the urban Muhajir community of Sindh.,0
Cherry Orchard Park area is the proposed site for a new Village Centre.,0
Consequently he has developed his own fingerings and picking style.,0
The Beeb made an announcement today.,1
That girl is creeping .,1
That little piss-ant keeps sticking his nose where it doesn't belong.,1
What do you have? Hydro or ditch weed ?,1
a man in a suit giving a speech.,0
This doctor has been making me jump through hoops just to see a specialist for my heart.,1
"I tried send you an e-card for your birthday, but I guess it went poof in cyberspace.",1
Should we burninate this procedure?  It seems outdated.,1
You're such a dolt .,1
"Watch out, that slide is a wig splitter .",1
"I can play the guitar, but Stevie Ray was simply jedi .",1
"Oh, my Jeebus !",1
The bark is greybrown thin and scaly at the base of the trunk.,0
A couple are dancing while others are watching a concert in a bandstand.,0
We convened at one pm.,0
Reducing misdiagnoses and unnecessary treatments will improve healthcare.,0
"Yo wesside , baby!",1
That guy is jacked .,1
Im sure this gate was locked the last time I checked.,0
It is endemic to Bahia state of eastern Brazil.,0
A man performs a waterskiing stunt.,0
There's a roly-poly on your leg.,1
Tourist Taxis andAuto Rickshaws are also available at reasonable rates.,0
You are surprised.,0
Fnaf 1 is the most sophisticated style game today.,1
He's a nice gent .,1
I stopped playing on that server 'cause it got taken over by grifers .,1
"What's good , yo ?",1
Stop running your cum guzzler and talkin' shit.,1
A group of female swimmers dive into a swimming pool.,0
Did you pack yet?,1
"Hey, could I get a jack ?",1
You fartknocker .,1
Your price my son is just about thirty per week.,0
She is first mentioned in the episode Andy Forecloses.,0
Womens suffrage and temperance were also important issues.,0
The climber in red is leading climbers up a long rock face.,0
I'm gonna sit here in the car and flick my bean 'til you get back.,1
Wheel types varied according to model year.,0
The boy said nothing.,0
"Man, she's a hoover !",1
My granny is older than dirt .,1
Three piston engines were used.,0
I gotta make a teddy bear .,1
My SoCalled Life was produced before the explosion of youth and teen programming.,0
That guy is a escort .,1
"I've got to hand it to you , you did a really great job at the conference.",1
Give Double Persephone series two stars.,0
I was so munted after leaving the pub last night.,1
Let me finish the roach .,1
Person A: Let's go get something to eat. Person B: <silence> Person A: ... or not .,1
The second is a secretary who suffers a miscarriage.,0
The first single off the album Cold gave the band significant mainstream exposure.,0
Person A: How are you feeling? Person B: I'm pretty fired up and ready to go .,1
Where are my goddamned glasses?,1
Public opinion can be influenced by public relations and the political media.,0
During the next two years he toured playing classical music.,0
Person A: Who wants to help me paint the garage this weekend? Person B: I'm out .,1
This is strange exclaimed Dorothy what shall we do.,0
I'm doing... stuff .,1
Did you see Mark shotgun that Beast Light?,1
Can we root ? it feels great!,1
From Ottawa to Toronto is about 450 clicks .,1
Thats what he and I agreed.,0
Balding man shearing a sheep.,0
The processor was uniformly littleendian including immediate operands.,0
That guy almost hit my car so I flipped him the bird .,1
She should hide her face when she goes in public.  Poor thing is ugly as sin .,1
It will be illustrated by Elinor Blake.,0
I'm still faded ...  Why won't it stop?,1
There is no dialogue or literary exposition of the plot.,0
"She loves the pole milk , kid.",1
He worked successively as head teacher and head of the physics group.,0
That car was hard .,1
Toomer was made vice president and manager of engineering.,0
A woman on a beach carries a young child into the water.,0
Man in a blue tank top showing his invention.,0
"Person A: Have you been able to get dupex printing to work on the printer? Person B: Yeah, but it depends on the phase of the moon .",1
"Oh shizzle , I can't find those special scissors I always use for your layers.",1
The corruption that the reporter uncovered was just the tip of the iceberg .,1
Have you gobbled his knob yet?,1
The symbol of the division a cornflower was emblazoned on the divisional shield.,0
She ain't hot. She's cold .,1
Its wood is employed in paper production.,0
You're such a doll .,1
Visas headquarters were in Foster City and Visa became Foster Citys largest employer.,0
Where did you hark that couch?,1
The organisers may also specify the contestants age range.,0
A white dog in a life jacket looks at a man in a boat.,0
The dukes of Spoleto continued to intervene in the violent politics of Rome.,0
This procedure is known as GolubWelsch algorithm.,0
I'm going to Lisa's house so we can get it in .,1
Royle declines but Singleton shoots and slightly wounds the unarmed man.,0
Stop dickin' around .,1
There was no response from the elders.,0
The stranger had a fiendish smile.,0
They actually accused me of using my brains out there today.,0
I have heaps of homework.,1
"Man, you better get outta my face and take a big step back, because I'm about to get up and skullfuck yo ass .",1
Additionally complex multiplane shots giving a sense of depth were possible.,0
That concert was beastly !,1
That limp-brain stole my sweater.,1
This is not a professional attendance.,0
True Hollywood Story titled Curse of Poltergeist.,0
He burnt his hand sparking the bowl .,1
Camphor Hall is a hall at Dillard University New Orleans.,0
